mac_cliente,mac_ap,banda,rssi,time_step
40.39.191.157.33.63,0.66.104.213.240.0,0,-90,12
40.39.191.157.33.63,0.66.104.213.240.0,0,-84,13
40.39.191.157.33.63,0.66.104.213.240.0,0,-78,14
40.39.191.157.33.63,0.66.104.213.240.0,0,-72,15
40.39.191.157.33.63,0.66.104.213.240.0,0,-66,16
40.39.191.157.33.63,0.66.104.213.240.0,0,-60,17
40.39.191.157.33.63,0.66.104.213.240.0,0,-54,18
40.39.191.157.33.63,0.66.104.213.240.0,0,-48,19
40.39.191.157.33.63,0.66.104.213.240.0,0,-42,20
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,20
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,21
40.39.191.157.33.63,0.66.104.213.240.0,0,-36,21
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,22
40.39.191.157.33.63,0.66.104.213.240.0,0,-37,22
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,23
40.39.191.157.33.63,0.66.104.213.240.0,0,-44,23
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,24
40.39.191.157.33.63,0.66.104.213.240.0,0,-50,24
40.39.191.157.33.63,0.66.104.213.240.0,0,-56,25
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,25
40.39.191.157.33.63,0.66.104.213.240.0,0,-62,26
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,26
40.39.191.157.33.63,0.66.104.213.240.0,0,-68,27
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,27
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,28
40.39.191.157.33.63,0.66.104.213.240.0,0,-74,28
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,29
40.39.191.157.33.63,0.66.104.213.240.0,0,-80,29
40.39.191.157.33.63,0.66.104.213.240.0,0,-86,30
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,30
40.39.191.157.33.63,0.66.104.213.240.0,0,-88,31
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,31
216.252.147.127.63.210,0.66.104.213.240.0,0,-97,31
40.39.191.157.33.63,0.66.104.213.240.0,0,-82,32
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,32
216.252.147.127.63.210,0.66.104.213.240.0,0,-95,32
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,33
40.39.191.157.33.63,0.66.104.213.240.0,0,-76,33
216.252.147.127.63.210,0.66.104.213.240.0,0,-93,33
216.252.147.127.63.210,0.66.104.213.240.0,0,-93,34
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,34
40.39.191.157.33.63,0.66.104.213.240.0,0,-70,34
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,34
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,35
216.252.147.127.63.210,0.66.104.213.240.0,0,-93,35
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,35
40.39.191.157.33.63,0.66.104.213.240.0,0,-64,35
40.39.191.157.33.63,0.66.104.213.240.0,0,-58,36
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,36
216.252.147.127.63.210,0.66.104.213.240.0,0,-93,36
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,36
40.39.191.157.33.63,0.66.104.213.240.0,0,-52,37
216.252.147.127.63.210,0.66.104.213.240.0,0,-95,37
8.212.12.130.83.142,0.66.104.213.240.0,0,-56,37
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,37
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,37
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,38
40.39.191.157.33.63,0.66.104.213.240.0,0,-46,38
216.252.147.127.63.210,0.66.104.213.240.0,0,-97,38
8.212.12.130.83.142,0.66.104.213.240.0,0,-59,38
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,38
216.252.147.127.63.210,0.66.104.213.240.0,0,-97,39
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,39
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,39
8.212.12.130.83.142,0.66.104.213.240.0,0,-63,39
40.39.191.157.33.63,0.66.104.213.240.0,0,-40,39
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,40
40.39.191.157.33.63,0.66.104.213.240.0,0,-34,40
8.212.12.130.83.142,0.66.104.213.240.0,0,-64,40
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,40
216.252.147.127.63.210,0.66.104.213.240.0,0,-97,40
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,41
216.252.147.127.63.210,0.66.104.213.240.0,0,-95,41
8.212.12.130.83.142,0.66.104.213.240.0,0,-65,41
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,41
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,42
8.212.12.130.83.142,0.66.104.213.240.0,0,-61,42
216.252.147.127.63.210,0.66.104.213.240.0,0,-94,42
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,42
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,43
8.212.12.130.83.142,0.66.104.213.240.0,0,-58,43
216.252.147.127.63.210,0.66.104.213.240.0,0,-93,43
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,43
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,44
8.212.12.130.83.142,0.66.104.213.240.0,0,-56,44
216.252.147.127.63.210,0.66.104.213.240.0,0,-95,44
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,44
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,45
216.252.147.127.63.210,0.66.104.213.240.0,0,-97,45
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,45
8.212.12.130.83.142,0.66.104.213.240.0,0,-57,45
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,46
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,46
176.197.89.188.18.183,0.66.104.213.240.0,0,-98,46
8.212.12.130.83.142,0.66.104.213.240.0,0,-60,46
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,47
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,47
8.212.12.130.83.142,0.66.104.213.240.0,0,-62,47
176.197.89.188.18.183,0.66.104.213.240.0,0,-97,47
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,48
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,48
8.212.12.130.83.142,0.66.104.213.240.0,0,-62,48
176.197.89.188.18.183,0.66.104.213.240.0,0,-96,48
240.3.140.45.251.130,0.66.104.213.240.0,0,-51,49
8.212.12.130.83.142,0.66.104.213.240.0,0,-65,49
176.197.89.188.18.183,0.66.104.213.240.0,0,-95,49
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,49
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,50
8.212.12.130.83.142,0.66.104.213.240.0,0,-68,50
176.197.89.188.18.183,0.66.104.213.240.0,0,-95,50
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,51
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,51
8.212.12.130.83.142,0.66.104.213.240.0,0,-66,51
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,52
8.212.12.130.83.142,0.66.104.213.240.0,0,-61,52
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,52
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,53
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,53
8.212.12.130.83.142,0.66.104.213.240.0,0,-57,53
216.252.147.127.63.210,44.208.45.106.167.16,0,-30,54
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,54
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,54
8.212.12.130.83.142,0.66.104.213.240.0,0,-54,54
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,55
216.252.147.127.63.210,44.208.45.106.167.16,0,-30,55
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,55
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,55
8.212.12.130.83.142,0.66.104.213.240.0,0,-59,55
8.212.12.130.83.142,0.66.104.213.240.0,0,-65,56
216.252.147.127.63.210,44.208.45.106.167.16,0,-30,56
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,56
40.39.191.157.33.63,44.208.45.106.167.16,0,-85,56
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,56
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,56
8.212.12.130.83.142,0.66.104.213.240.0,0,-60,57
216.252.147.127.63.210,44.208.45.106.167.16,0,-31,57
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,57
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,57
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,57
40.39.191.157.33.63,44.208.45.106.167.16,0,-85,57
40.39.191.157.33.63,44.208.45.106.167.16,0,-85,58
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,58
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,58
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,58
8.212.12.130.83.142,0.66.104.213.240.0,0,-56,58
216.252.147.127.63.210,44.208.45.106.167.16,0,-31,58
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,59
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,59
8.212.12.130.83.142,0.66.104.213.240.0,0,-59,59
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,59
216.252.147.127.63.210,44.208.45.106.167.16,0,-31,59
40.39.191.157.33.63,44.208.45.106.167.16,0,-85,59
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,60
8.212.12.130.83.142,0.66.104.213.240.0,0,-63,60
40.39.191.157.33.63,44.208.45.106.167.16,0,-85,60
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,60
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,60
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,60
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,61
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,61
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,61
40.39.191.157.33.63,44.208.45.106.167.16,0,-85,61
8.212.12.130.83.142,0.66.104.213.240.0,0,-64,61
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,61
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,62
8.212.12.130.83.142,0.66.104.213.240.0,0,-65,62
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,62
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,62
40.39.191.157.33.63,44.208.45.106.167.16,0,-86,62
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,62
40.39.191.157.33.63,44.208.45.106.167.16,0,-89,63
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,63
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,63
8.212.12.130.83.142,0.66.104.213.240.0,0,-61,63
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,63
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,63
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,64
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,64
40.39.191.157.33.63,44.208.45.106.167.16,0,-92,64
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,64
8.212.12.130.83.142,0.66.104.213.240.0,0,-58,64
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,64
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,65
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,65
8.212.12.130.83.142,0.66.104.213.240.0,0,-56,65
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,65
40.39.191.157.33.63,44.208.45.106.167.16,0,-90,65
164.186.219.182.232.26,0.66.104.213.240.0,0,-94,65
216.252.147.127.63.210,44.208.45.106.167.16,0,-33,66
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,66
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,66
8.212.12.130.83.142,0.66.104.213.240.0,0,-57,66
40.39.191.157.33.63,44.208.45.106.167.16,0,-87,66
8.212.12.130.83.142,0.66.104.213.240.0,0,-60,67
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,67
216.252.147.127.63.210,44.208.45.106.167.16,0,-34,67
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,67
40.39.191.157.33.63,44.208.45.106.167.16,0,-85,67
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,68
8.212.12.130.83.142,0.66.104.213.240.0,0,-62,68
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,68
216.252.147.127.63.210,44.208.45.106.167.16,0,-35,68
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,69
8.212.12.130.83.142,0.66.104.213.240.0,0,-62,69
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,69
216.252.147.127.63.210,44.208.45.106.167.16,0,-36,69
176.197.89.188.18.183,0.66.104.213.240.0,0,-95,69
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,70
216.252.147.127.63.210,44.208.45.106.167.16,0,-37,70
176.197.89.188.18.183,0.66.104.213.240.0,0,-95,70
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,70
8.212.12.130.83.142,0.66.104.213.240.0,0,-65,70
8.212.12.130.83.142,0.66.104.213.240.0,0,-68,71
176.197.89.188.18.183,0.66.104.213.240.0,0,-95,71
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,71
24.33.149.227.215.219,0.66.104.213.240.0,0,-95,71
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,71
216.252.147.127.63.210,44.208.45.106.167.16,0,-38,71
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,72
176.197.89.188.18.183,0.66.104.213.240.0,0,-96,72
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,72
8.212.12.130.83.142,0.66.104.213.240.0,0,-66,72
216.252.147.127.63.210,44.208.45.106.167.16,0,-38,72
24.33.149.227.215.219,0.66.104.213.240.0,0,-96,72
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,73
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,73
176.197.89.188.18.183,0.66.104.213.240.0,0,-96,73
216.252.147.127.63.210,44.208.45.106.167.16,0,-36,73
24.33.149.227.215.219,0.66.104.213.240.0,0,-89,73
8.212.12.130.83.142,0.66.104.213.240.0,0,-60,73
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,74
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,74
216.252.147.127.63.210,44.208.45.106.167.16,0,-35,74
24.33.149.227.215.219,0.66.104.213.240.0,0,-88,74
176.197.89.188.18.183,0.66.104.213.240.0,0,-96,74
8.212.12.130.83.142,0.66.104.213.240.0,0,-57,74
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,75
216.252.147.127.63.210,44.208.45.106.167.16,0,-33,75
24.33.149.227.215.219,0.66.104.213.240.0,0,-92,75
8.212.12.130.83.142,0.66.104.213.240.0,0,-54,75
176.197.89.188.18.183,0.66.104.213.240.0,0,-96,75
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,75
24.33.149.227.215.219,0.66.104.213.240.0,0,-94,76
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,76
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,76
176.197.89.188.18.183,0.66.104.213.240.0,0,-95,76
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,76
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,76
8.212.12.130.83.142,0.66.104.213.240.0,0,-59,76
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,77
8.212.12.130.83.142,0.66.104.213.240.0,0,-66,77
24.33.149.227.215.219,0.66.104.213.240.0,0,-95,77
216.252.147.127.63.210,44.208.45.106.167.16,0,-30,77
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,77
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,77
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,77
216.252.147.127.63.210,44.208.45.106.167.16,0,-30,78
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,78
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,78
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,78
24.33.149.227.215.219,0.66.104.213.240.0,0,-95,78
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,78
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,79
216.252.147.127.63.210,44.208.45.106.167.16,0,-31,79
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,79
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,79
24.33.149.227.215.219,0.66.104.213.240.0,0,-88,79
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,79
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,79
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,80
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,80
216.252.147.127.63.210,44.208.45.106.167.16,0,-31,80
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,80
24.33.149.227.215.219,0.66.104.213.240.0,0,-89,80
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,80
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,80
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,81
24.33.149.227.215.219,0.66.104.213.240.0,0,-92,81
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,81
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,81
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,81
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,81
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,81
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,82
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,82
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,82
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,82
24.33.149.227.215.219,0.66.104.213.240.0,0,-95,82
216.252.147.127.63.210,44.208.45.106.167.16,0,-33,82
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,82
216.252.147.127.63.210,44.208.45.106.167.16,0,-33,83
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,83
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,83
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,83
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,83
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,83
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,84
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,84
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,84
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,84
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,84
216.252.147.127.63.210,44.208.45.106.167.16,0,-33,84
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,85
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,85
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,85
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,85
216.252.147.127.63.210,44.208.45.106.167.16,0,-33,85
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,85
176.197.89.188.18.183,0.66.104.213.240.0,0,-93,86
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,86
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,86
216.252.147.127.63.210,44.208.45.106.167.16,0,-33,86
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,86
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,86
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,87
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,87
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,87
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,87
176.197.89.188.18.183,0.66.104.213.240.0,0,-94,87
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,87
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,88
8.212.12.130.83.142,0.66.104.213.240.0,1,-76,88
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,88
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,88
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,88
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,88
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,89
240.3.140.45.251.130,44.208.45.106.167.16,0,-81,89
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,89
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,89
8.212.12.130.83.142,0.66.104.213.240.0,1,-78,89
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,89
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,90
8.212.12.130.83.142,0.66.104.213.240.0,1,-81,90
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,90
148.233.121.198.198.71,0.66.104.213.240.0,0,-41,90
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,90
216.252.147.127.63.210,44.208.45.106.167.16,0,-32,90
8.212.12.130.83.142,0.66.104.213.240.0,1,-79,91
120.228.0.57.52.255,0.66.104.213.240.0,0,-61,91
148.233.121.198.198.71,0.66.104.213.240.0,0,-40,91
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,91
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,91
216.252.147.127.63.210,44.208.45.106.167.16,0,-34,91
216.252.147.127.63.210,44.208.45.106.167.16,0,-35,92
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,92
120.228.0.57.52.255,0.66.104.213.240.0,0,-62,92
40.39.191.157.33.63,44.208.45.125.172.128,0,-96,92
148.233.121.198.198.71,0.66.104.213.240.0,0,-39,92
8.212.12.130.83.142,0.66.104.213.240.0,1,-76,92
216.252.147.127.63.210,44.208.45.106.167.16,0,-36,93
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,93
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,93
148.233.121.198.198.71,0.66.104.213.240.0,0,-39,93
8.212.12.130.83.142,0.66.104.213.240.0,1,-77,93
120.228.0.57.52.255,0.66.104.213.240.0,0,-62,93
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,94
148.233.121.198.198.71,0.66.104.213.240.0,0,-39,94
8.212.12.130.83.142,0.66.104.213.240.0,1,-80,94
120.228.0.57.52.255,0.66.104.213.240.0,0,-63,94
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,94
216.252.147.127.63.210,44.208.45.106.167.16,0,-37,94
120.228.0.57.52.255,0.66.104.213.240.0,0,-63,95
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,95
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,95
216.252.147.127.63.210,44.208.45.106.167.16,0,-38,95
8.212.12.130.83.142,0.66.104.213.240.0,1,-82,95
148.233.121.198.198.71,0.66.104.213.240.0,0,-39,95
8.212.12.130.83.142,0.66.104.213.240.0,1,-79,96
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,96
24.33.149.227.215.219,44.208.45.106.167.16,0,-90,96
120.228.0.57.52.255,0.66.104.213.240.0,0,-64,96
148.233.121.198.198.71,0.66.104.213.240.0,0,-41,96
216.252.147.127.63.210,44.208.45.106.167.16,0,-39,96
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,96
8.212.12.130.83.142,0.66.104.213.240.0,1,-77,97
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,97
148.233.121.198.198.71,0.66.104.213.240.0,0,-44,97
120.228.0.57.52.255,0.66.104.213.240.0,0,-64,97
176.197.89.188.18.183,44.208.45.106.167.16,0,-33,97
216.252.147.127.63.210,44.208.45.106.167.16,0,-39,97
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,97
24.33.149.227.215.219,44.208.45.106.167.16,0,-88,97
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,98
8.212.12.130.83.142,0.66.104.213.240.0,1,-77,98
172.253.206.125.31.69,0.66.104.213.240.0,0,-93,98
176.197.89.188.18.183,44.208.45.106.167.16,0,-31,98
216.252.147.127.63.210,44.208.45.106.167.16,0,-40,98
24.33.149.227.215.219,44.208.45.106.167.16,0,-87,98
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,98
148.233.121.198.198.71,0.66.104.213.240.0,0,-47,98
120.228.0.57.52.255,0.66.104.213.240.0,0,-65,98
148.233.121.198.198.71,0.66.104.213.240.0,0,-47,99
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,99
216.252.147.127.63.210,44.208.45.106.167.16,0,-40,99
176.197.89.188.18.183,44.208.45.106.167.16,0,-30,99
120.228.0.57.52.255,0.66.104.213.240.0,0,-65,99
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,99
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,99
24.33.149.227.215.219,44.208.45.106.167.16,0,-85,99
8.212.12.130.83.142,0.66.104.213.240.0,1,-77,99
40.39.191.157.33.63,44.208.45.125.172.128,0,-95,100
120.228.0.57.52.255,0.66.104.213.240.0,0,-66,100
8.212.12.130.83.142,0.66.104.213.240.0,1,-80,100
216.252.147.127.63.210,44.208.45.106.167.16,0,-41,100
24.33.149.227.215.219,44.208.45.106.167.16,0,-86,100
148.233.121.198.198.71,0.66.104.213.240.0,0,-48,100
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,100
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,100
176.197.89.188.18.183,44.208.45.106.167.16,0,-30,100
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,101
120.228.0.57.52.255,0.66.104.213.240.0,0,-66,101
176.197.89.188.18.183,44.208.45.106.167.16,0,-33,101
8.212.12.130.83.142,0.66.104.213.240.0,1,-83,101
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,101
148.233.121.198.198.71,0.66.104.213.240.0,0,-47,101
216.252.147.127.63.210,44.208.45.106.167.16,0,-42,101
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,101
24.33.149.227.215.219,44.208.45.106.167.16,0,-88,101
176.197.89.188.18.183,44.208.45.106.167.16,0,-35,102
120.228.0.57.52.255,0.66.104.213.240.0,0,-67,102
8.212.12.130.83.142,0.66.104.213.240.0,1,-81,102
148.233.121.198.198.71,0.66.104.213.240.0,0,-42,102
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,102
172.253.206.125.31.69,0.66.104.213.240.0,0,-95,102
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,102
24.33.149.227.215.219,44.208.45.106.167.16,0,-90,102
24.33.149.227.215.219,44.208.45.106.167.16,0,-91,103
8.212.12.130.83.142,0.66.104.213.240.0,1,-78,103
172.253.206.125.31.69,0.66.104.213.240.0,0,-95,103
148.233.121.198.198.71,0.66.104.213.240.0,0,-38,103
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,103
120.228.0.57.52.255,0.66.104.213.240.0,0,-67,103
176.197.89.188.18.183,44.208.45.106.167.16,0,-33,103
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,103
8.212.12.130.83.142,0.66.104.213.240.0,1,-76,104
172.253.206.125.31.69,0.66.104.213.240.0,0,-94,104
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,104
176.197.89.188.18.183,44.208.45.106.167.16,0,-33,104
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,104
148.233.121.198.198.71,0.66.104.213.240.0,0,-38,104
24.33.149.227.215.219,44.208.45.106.167.16,0,-90,104
120.228.0.57.52.255,0.66.104.213.240.0,0,-68,104
172.253.206.125.31.69,0.66.104.213.240.0,0,-73,105
176.197.89.188.18.183,44.208.45.106.167.16,0,-32,105
164.186.219.182.232.26,44.208.45.106.167.16,0,-74,105
240.3.140.45.251.130,44.208.45.125.172.128,0,-96,105
24.33.149.227.215.219,44.208.45.106.167.16,0,-87,105
40.39.191.157.33.63,44.208.45.125.172.128,0,-94,105
8.212.12.130.83.142,0.66.104.213.240.0,1,-75,105
